soilType,plotCluster ,wine,flavorType,sensoryFlavor,judgeNumber,ratioFlavorJudge
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,acid,4,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,acid,4,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,bitterness,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,bitterness,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,bitterness,3,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,bitterness,3,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,astringent,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,astringent,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,astringent,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,astringent,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,balanced,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,balanced,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,balanced,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,balanced,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,persistent,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,persistent,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,persistent,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,persistent,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,sweetness,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,sweetness,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,sweetness,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,sweetness,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,aromatic,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,aromatic,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,aromatic,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,aromatic,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,mineral,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,mineral,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,mineral,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,mineral,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,alcohol,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,alcohol,3,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,alcohol,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,alcohol,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,dilute,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,dilute,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,dilute,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,dilute,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,bitterness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,bitterness,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,bitterness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,bitterness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,caramel,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,caramel,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,caramel,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,caramel,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,oxidised,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,oxidised,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,oxidised,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,oxidised,1,NaN
