object,variable,unit,value,operator,date,file,method,hour
57-VDQA-G09-B,totalAcidity,gH2SO4/l,5.88,emmanuelle.zumstein,2016-08-31 00:00:00,\N,electrotitrimetry,\N
57-VDQA-G09-B,totalAcidity,gH2SO4/l,4.35,emmanuelle.zumstein,2016-09-06 00:00:00,\N,electrotitrimetry,\N
57-VDQA-G09-B,probableAlcohol,%vol,8.6,emmanuelle.zumstein,2016-08-31 00:00:00,\N,abacus,\N
57-VDQA-G09-B,probableAlcohol,%vol,11.81,emmanuelle.zumstein,2016-09-06 00:00:00,\N,abacus,\N
57-VDQA-G09-B,DegreBrix,°B,15.8,emmanuelle.zumstein,2016-08-31 00:00:00,\N,refractometry,\N
57-VDQA-G09-B,DegreBrix,°B,20.6,emmanuelle.zumstein,2016-09-06 00:00:00,\N,refractometry,\N
57-VDQA-G09-B,berriesNumber,,200,emmanuelle.zumstein,2016-09-06 00:00:00,\N,counting,\N
57-VDQA-G09-B,pH,,3.05,emmanuelle.zumstein,2016-08-31 00:00:00,\N,pHMetry,\N
57-VDQA-G09-B,pH,,3.24,emmanuelle.zumstein,2016-09-06 00:00:00,\N,pHMetry,\N
57-VDQA-G09-B,oneBerryWeight,g,3.43,emmanuelle.zumstein,2016-09-06 00:00:00,\N,calculation,\N
57-VDQA-G09-B,berriesWeight,g,686.8,emmanuelle.zumstein,2016-09-06 00:00:00,\N,weighing,\N
57-VDQA-G09-B,sugars,g/l,144.8,emmanuelle.zumstein,2016-08-31 00:00:00,\N,abacus,\N
57-VDQA-G09-B,sugars,g/l,198.8,emmanuelle.zumstein,2016-09-06 00:00:00,\N,abacus,\N
57-VDQA-G09-B,annualProduction,Kg,243.3,\N,2016-12-31 00:00:00,\N,weighing,\N
57-VDQA-G09-B,annualProduction,Kg,252,\N,2017-12-31 00:00:00,\N,weighing,\N
57-VDQA-G09-B,annualYield,Kg/ha,6364,\N,2017-12-31 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.62,yasemen.yildiz,2016-07-07 00:00:00,\N,pressureChamber,02:40
106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.45,miguel.delucchi,2016-07-07 00:00:00,\N,pressureChamber,02:40
106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.72,yasemen.yildiz,2016-07-07 00:00:00,\N,pressureChamber,03:00
106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.61,miguel.delucchi,2016-07-07 00:00:00,\N,pressureChamber,03:00
106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.62,yasemen.yildiz,2016-07-07 00:00:00,\N,pressureChamber,03:00
106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.48,miguel.delucchi,2016-07-07 00:00:00,\N,pressureChamber,03:00
106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.66,noelie.cerdan,2016-07-27 00:00:00,\N,pressureChamber,03:40
106-3159B-ESP-HAUT-P11-C6,grapeNumber,,13,\N,2017-08-28 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.57,miguel.delucchi,2016-07-27 00:00:00,\N,pressureChamber,03:40
106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.66,noelie.cerdan,2016-07-27 00:00:00,\N,pressureChamber,03:40
106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.71,miguel.delucchi,2016-07-27 00:00:00,\N,pressureChamber,03:40
106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.63,noelie.cerdan,2016-07-27 00:00:00,\N,pressureChamber,03:40
106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.57,miguel.delucchi,2016-07-27 00:00:00,\N,pressureChamber,03:40
106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.81,ricardo.tello,2016-08-09 00:00:00,\N,pressureChamber,03:55
106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.45,rosario.sanchez,2016-08-09 00:00:00,\N,pressureChamber,03:55
106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.92,rosario.sanchez,2016-08-09 00:00:00,\N,pressureChamber,04:05
106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.8,ricardo.tello,2016-08-09 00:00:00,\N,pressureChamber,04:05
106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.87,rosario.sanchez,2016-08-09 00:00:00,\N,pressureChamber,04:15
106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.68,ricardo.tello,2016-08-09 00:00:00,\N,pressureChamber,04:15
106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.28,joanna.denis,2017-07-04 00:00:00,\N,pressureChamber,03:00
106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.25,lautaro.garcia,2017-07-04 00:00:00,\N,pressureChamber,03:00
106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.3,joanna.denis,2017-07-04 00:00:00,\N,pressureChamber,03:00
106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.36,lautaro.garcia,2017-07-04 00:00:00,\N,pressureChamber,03:00
106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.27,joanna.denis,2017-07-04 00:00:00,\N,pressureChamber,03:00
106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.26,lautaro.garcia,2017-07-04 00:00:00,\N,pressureChamber,03:00
106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.51,teodora.depedro,2017-08-01 00:00:00,\N,pressureChamber,03:00
106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.25,teodora.depedro,2017-08-01 00:00:00,\N,pressureChamber,03:00
106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.53,lautaro.garcia,2017-08-01 00:00:00,\N,pressureChamber,03:00
106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.43,lautaro.garcia,2017-08-01 00:00:00,\N,pressureChamber,03:00
106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,MPa,-0.6,lautaro.garcia,2017-08-01 00:00:00,\N,pressureChamber,03:00
106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,MPa,-0.39,teodora.depedro,2017-08-01 00:00:00,\N,pressureChamber,03:00
106-3160N-ESP-HAUT-P04-C1,grapeNumber,,4,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P04-C2,grapeNumber,,3,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P04-C4,grapeNumber,,16,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P04-C5,grapeNumber,,6,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P04-C6,grapeNumber,,4,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P08-C2,grapeNumber,,5,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P08-C3,grapeNumber,,16,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P08-C5,grapeNumber,,17,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P08-C6,grapeNumber,,9,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P11-C1,grapeNumber,,13,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P11-C2,grapeNumber,,9,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P11-C3,grapeNumber,,0,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P11-C4,grapeNumber,,6,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P11-C5,grapeNumber,,18,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P11-C6,grapeNumber,,9,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P15-C1,grapeNumber,,12,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P15-C3,grapeNumber,,2,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P15-C4,grapeNumber,,15,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P15-C5,grapeNumber,,0,\N,2017-08-25 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P15-C6,grapeNumber,,13,\N,2017-08-25 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P04-C1,grapeNumber,,20,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P04-C2,grapeNumber,,1,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P04-C3,grapeNumber,,4,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P04-C4,grapeNumber,,11,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P04-C5,grapeNumber,,5,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P04-C6,grapeNumber,,13,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P11-C1,grapeNumber,,28,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P11-C2,grapeNumber,,14,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P11-C3,grapeNumber,,5,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P11-C4,grapeNumber,,9,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P11-C5,grapeNumber,,1,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P15-C1,grapeNumber,,16,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P15-C2,grapeNumber,,4,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P15-C3,grapeNumber,,12,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P15-C4,grapeNumber,,2,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P15-C5,grapeNumber,,4,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P15-C6,grapeNumber,,5,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P20-C1,grapeNumber,,4,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P20-C2,grapeNumber,,1,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P20-C3,grapeNumber,,1,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P20-C4,grapeNumber,,12,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P20-C5,grapeNumber,,13,\N,2017-08-28 00:00:00,\N,counting,\N
106-3159B-ESP-HAUT-P20-C6,grapeNumber,,8,\N,2017-08-28 00:00:00,\N,counting,\N
106-3160N-ESP-HAUT-P04-C1,PoidsVendange,Kg,0.533,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P04-C2,PoidsVendange,Kg,0.344,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P04-C4,PoidsVendange,Kg,2.159,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P04-C5,PoidsVendange,Kg,0.64,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P04-C6,PoidsVendange,Kg,0.236,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P08-C2,PoidsVendange,Kg,0.616,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P08-C3,PoidsVendange,Kg,0.927,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P08-C5,PoidsVendange,Kg,2.033,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P08-C6,PoidsVendange,Kg,0.662,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P11-C1,PoidsVendange,Kg,1.88,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P11-C2,PoidsVendange,Kg,1.099,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P11-C3,PoidsVendange,Kg,0,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P11-C4,PoidsVendange,Kg,0.534,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P11-C5,PoidsVendange,Kg,3.127,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P11-C6,PoidsVendange,Kg,0.822,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P15-C1,PoidsVendange,Kg,1.917,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P15-C3,PoidsVendange,Kg,0.4,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P15-C4,PoidsVendange,Kg,2.566,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P15-C5,PoidsVendange,Kg,0,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P15-C6,PoidsVendange,Kg,1.729,\N,2017-08-25 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P04-C1,PoidsVendange,Kg,3.02,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P04-C2,PoidsVendange,Kg,0.05,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P04-C3,PoidsVendange,Kg,0.63,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P04-C4,PoidsVendange,Kg,1.74,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P04-C5,PoidsVendange,Kg,0.69,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P04-C6,PoidsVendange,Kg,2.04,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P11-C1,PoidsVendange,Kg,2.16,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P11-C2,PoidsVendange,Kg,0.99,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P11-C3,PoidsVendange,Kg,0.64,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P11-C4,PoidsVendange,Kg,0.82,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P11-C5,PoidsVendange,Kg,0.05,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P11-C6,PoidsVendange,Kg,1.65,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P15-C1,PoidsVendange,Kg,1.5,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P15-C2,PoidsVendange,Kg,0.25,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P15-C3,PoidsVendange,Kg,0.92,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P15-C4,PoidsVendange,Kg,0.17,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P15-C5,PoidsVendange,Kg,0.61,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P15-C6,PoidsVendange,Kg,0.47,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P20-C1,PoidsVendange,Kg,0.78,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P20-C2,PoidsVendange,Kg,0.2,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P20-C3,PoidsVendange,Kg,0.07,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P20-C4,PoidsVendange,Kg,1.38,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P20-C5,PoidsVendange,Kg,2.09,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3159B-ESP-HAUT-P20-C6,PoidsVendange,Kg,1.08,\N,2017-08-28 00:00:00,\N,weighing,\N
106-3160N-ESP-HAUT-P04-C1,midGrapeWeight,g,133,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P04-C2,midGrapeWeight,g,115,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P04-C4,midGrapeWeight,g,135,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P04-C5,midGrapeWeight,g,107,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P04-C6,midGrapeWeight,g,59,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P08-C2,midGrapeWeight,g,123,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P08-C3,midGrapeWeight,g,58,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P08-C5,midGrapeWeight,g,120,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P08-C6,midGrapeWeight,g,74,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P11-C1,midGrapeWeight,g,145,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P11-C2,midGrapeWeight,g,122,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P11-C3,midGrapeWeight,g,0,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P11-C4,midGrapeWeight,g,89,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P11-C5,midGrapeWeight,g,174,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P11-C6,midGrapeWeight,g,91,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P15-C1,midGrapeWeight,g,160,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P15-C3,midGrapeWeight,g,200,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P15-C4,midGrapeWeight,g,171,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P15-C5,midGrapeWeight,g,0,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3160N-ESP-HAUT-P15-C6,midGrapeWeight,g,133,\N,2017-08-25 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P04-C1,midGrapeWeight,g,151,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P04-C2,midGrapeWeight,g,50,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P04-C3,midGrapeWeight,g,158,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P04-C4,midGrapeWeight,g,158,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P04-C5,midGrapeWeight,g,138,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P04-C6,midGrapeWeight,g,157,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P11-C1,midGrapeWeight,g,77,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P11-C2,midGrapeWeight,g,71,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P11-C3,midGrapeWeight,g,128,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P11-C4,midGrapeWeight,g,91,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P11-C5,midGrapeWeight,g,50,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P11-C6,midGrapeWeight,g,127,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P15-C1,midGrapeWeight,g,94,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P15-C2,midGrapeWeight,g,63,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P15-C3,midGrapeWeight,g,77,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P15-C4,midGrapeWeight,g,85,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P15-C5,midGrapeWeight,g,153,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P15-C6,midGrapeWeight,g,94,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P20-C1,midGrapeWeight,g,195,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P20-C2,midGrapeWeight,g,200,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P20-C3,midGrapeWeight,g,70,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P20-C4,midGrapeWeight,g,115,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P20-C5,midGrapeWeight,g,161,\N,2017-08-28 00:00:00,\N,calculation,\N
106-3159B-ESP-HAUT-P20-C6,midGrapeWeight,g,135,\N,2017-08-28 00:00:00,\N,calculation,\N
